Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL
ADYA ORGANICS Roasted Bengal Gram Flour Sattu Powder (1 KG),,0%,,3.6,14,https://www.amazon.in/ADYA-ORGANICS-Roasted-Bengal-Powder/dp/B07Z9ZX7DG/ref=sr_1_357?dchild=1&qid=1591099869&s=grocery&sr=1-357
Mah Boonkring Jasmine Gold Thai Rice (2 Kg),762,49%,"₹1,500",4.6,6,https://www.amazon.in/Jasmine-Gold-Thai-Mah-Krong/dp/B0054CYS5W/ref=sr_1_358?dchild=1&qid=1591099869&s=grocery&sr=1-358
"Kokos Natural Natirèl Raw Banana Flour, 500g",199,0%,,3.9,29,https://www.amazon.in/Kokos-Natural-Natir%C3%A8l-Banana-Flour/dp/B01I4QFL7S/ref=sr_1_359?dchild=1&qid=1591099869&s=grocery&sr=1-359
"921 GRM Natural Organic Sticky Rice for Chinese, Japanese & Korean Dishes",500,33%,₹750,5,3,https://www.amazon.in/921-Natural-Organic-Chinese-Japanese/dp/B0845W6CJL/ref=sr_1_360?dchild=1&qid=1591099869&s=grocery&sr=1-360
Nachankar Agro Jowar Flour 1kg,154,9%,₹170,3.3,3,https://www.amazon.in/Nachankar-Agro-Jowar-Flour-1kg/dp/B07WSP224S/ref=sr_1_361?dchild=1&qid=1591099869&s=grocery&sr=1-361
"Urban Platter SOYA Chunks (SOYA Wadi), 500g",250,24%,₹330,4.3,68,https://www.amazon.in/Urban-Platter-Soya-Chunks-Wadi/dp/B01HTSTC22/ref=sr_1_362?dchild=1&qid=1591099869&s=grocery&sr=1-362
"Forgotten Foods - Organic Little Millet - 900 g (Naturally Farmed, Gluten Free, High Fibre, Low GI)",165,3%,₹170,4.2,2,https://www.amazon.in/Forgotten-Foods-Organic-Little-Naturally/dp/B076BT64NC/ref=sr_1_363?dchild=1&qid=1591099869&s=grocery&sr=1-363
"Naturevibe Botanicals Bajra Atta, 1 kg",300,25%,₹399,3.9,21,https://www.amazon.in/Naturevibe-Botanicals-Gluten-Protein-Improve/dp/B07MHFS798/ref=sr_1_364?dchild=1&qid=1591099869&s=grocery&sr=1-364
"Tanawade's Smart Food Instant Multigrain Thalipeeth Mix, Ready to Cook, Home Food with Hand Picked Flavours, Pack of 3",195,7%,₹210,4.3,32,https://www.amazon.in/Tanawades-%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F-%E0%A4%87%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%87%E0%A4%82%E0%A4%9F-%E0%A4%AE%E0%A4%B2%E0%A5%8D%E0%A4%9F%E0%A5%80%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%A8-%E0%A4%A5%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%AA%E0%A5%80%E0%A4%A5/dp/B017NK4N8E/ref=sr_1_365?dchild=1&qid=1591099869&s=grocery&sr=1-365
Rajdhani Floor Mill Sooji (500Gm),,0%,,,,https://www.amazon.in/Rajdhani-Floor-Mill-Sooji-500Gm/dp/B016OSXTVI/ref=sr_1_366?dchild=1&qid=1591099869&s=grocery&sr=1-366
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg16_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_361_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-361-spons%26psc%3D1&qualifier=1591153688&id=1820306644879491&widgetName=sp_atf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg16_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_362_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-362-spons%26psc%3D1&qualifier=1591153688&id=1820306644879491&widgetName=sp_atf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg16_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_363_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-363-spons%26psc%3D1&qualifier=1591153688&id=1820306644879491&widgetName=sp_atf_browse
Elworld Organic Chick Peas/Kabuli Chana- 1 Kg,,0%,,5,11,https://www.amazon.in/Elworld-Organic-Chick-Kabuli-Chana/dp/B0723DHJ8L/ref=sr_1_364?dchild=1&qid=1591099869&s=grocery&sr=1-364
Priyam Rice Flour | அரிசி மாவு,36,0%,,,,https://www.amazon.in/Priyam-Rice-Flour-%E0%AE%85%E0%AE%B0%E0%AE%BF%E0%AE%9A%E0%AE%BF-%E0%AE%AE%E0%AE%BE%E0%AE%B5%E0%AF%81/dp/B0893T1BP3/ref=sr_1_365?dchild=1&qid=1591099869&s=grocery&sr=1-365
"B&B Organics Idly and Dosa Rice, 2 kg",280,20%,₹349,3.3,5,https://www.amazon.in/Organics-Idly-Dosa-Rice/dp/B07MNZSR8P/ref=sr_1_366?dchild=1&qid=1591099869&s=grocery&sr=1-366
"24 Mantra Quinoa, 500g",190,0%,,4.1,31,https://www.amazon.in/24Mantra-24-Mantra-Quinoa-500g/dp/B07J24HK42/ref=sr_1_367?dchild=1&qid=1591099869&s=grocery&sr=1-367
"Kohinoor Tibar Authentic Basmati Rice, 1 Kg",119,12%,₹135,3.5,23,https://www.amazon.in/Kohinoor-Tibar-Basmati-Rice-1kg/dp/B074QTLBF1/ref=sr_1_368?dchild=1&qid=1591099869&s=pantry&sr=1-368
"Pure & Sure Organic Little Millet, 500g",90,0%,,4.1,11,https://www.amazon.in/Pure-Sure-Organic-Little-Millet/dp/B072K4NT5R/ref=sr_1_369?dchild=1&qid=1591099869&s=grocery&sr=1-369
Manna Ragi Malt 200 g (Pack of 2),160,6%,₹170,3.1,48,https://www.amazon.in/Manna-Ragi-Malt-200-Pack/dp/B07D755GSF/ref=sr_1_370?dchild=1&qid=1591099869&s=grocery&sr=1-370
Berries And Nuts White Quinoa | Gluten Free Quinoa | 5 Kg - Value Pack,880,12%,"₹1,000",4.4,50,https://www.amazon.in/Berries-Nuts-White-Quinoa-Gluten/dp/B07W9HVYQ5/ref=sr_1_371?dchild=1&qid=1591099869&s=grocery&sr=1-371
"India Khaas XXL Supreme Basmati Rice | Extra Long Premium Quality Grains | Low G.I | Export Quality Basmati Rice| Great Source of Energy| Pleasant Aroma| No Gluten, 5 Kg Pack",899,22%,"₹1,150",3.8,67,https://www.amazon.in/Supreme-Basmati-Premium-Quality-Pleasant/dp/B081YPDYD5/ref=sr_1_372?dchild=1&qid=1591099869&s=grocery&sr=1-372
Nourishyou Organic Quinoa - 500 Grams (Value Pack Of 3),737,15%,₹867,4.3,72,https://www.amazon.in/Nourishyou-Organic-Quinoa-Grams-Value/dp/B01ISQSU90/ref=sr_1_373?dchild=1&qid=1591099869&s=grocery&sr=1-373
"Ronak Raunak White Chawli (Safed Lobia), 1 kg",135,9%,₹149,,"
    Save ₹10
",https://www.amazon.in/Ronak-Raunak-White-Chawli-Safed/dp/B0851W5H5N/ref=sr_1_374?dchild=1&qid=1591099869&s=grocery&sr=1-374
"24 Mantra Organic Products Parboiled Foxtail Millet, 500g",100,0%,,3.6,31,https://www.amazon.in/24-Mantra-Organic-Products-Parboiled/dp/B00PAGNJWU/ref=sr_1_375?dchild=1&qid=1591099869&s=grocery&sr=1-375
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg16_1?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_376_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-376-spons%26psc%3D1&qualifier=1591153688&id=1820306644879491&widgetName=sp_mtf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg16_2?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_377_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-377-spons%26psc%3D1&qualifier=1591153688&id=1820306644879491&widgetName=sp_mtf_browse
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg16_3?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_378_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-378-spons%26psc%3D1&qualifier=1591153688&id=1820306644879491&widgetName=sp_mtf_browse
LAL. QILLA Traditional Basmati Rice 5 Kg,999,4%,"₹1,040",3.8,53,https://www.amazon.in/LAL-QILLA-Traditional-Basmati-Rice/dp/B078SX55F5/ref=sr_1_379?dchild=1&qid=1591099869&s=grocery&sr=1-379
Natureland Organics Chana Besan 500 Gm (Pack of 2),180,0%,,5,1,https://www.amazon.in/Natureland-Organics-Chana-Besan-Pack/dp/B081T12VZD/ref=sr_1_380?dchild=1&qid=1591099869&s=grocery&sr=1-380
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Yellow Moong Dal, 2 Kg (Pack of 2)",,0%,,3.7,12,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B07R7PZPRM/ref=sr_1_381?dchild=1&qid=1591099869&s=grocery&sr=1-381
Marwar Organic Roasted Channa Dal (Gram) 400 Grams,98,1%,₹99,5,2,https://www.amazon.in/Marwar-Organic-Roasted-Channa-Grams/dp/B082R9C584/ref=sr_1_382?dchild=1&qid=1591099869&s=grocery&sr=1-382
"Bagrry's Organic Quinoa, 500g",375,0%,,3.9,32,https://www.amazon.in/Bagrrys-Organic-Quinoa-500g/dp/B01N0E1CH9/ref=sr_1_383?dchild=1&qid=1591099869&s=grocery&sr=1-383
"Pure & Sure Organic White Urad Dal Whole, 500g",105,0%,,3,6,https://www.amazon.in/Pure-Sure-Organic-White-Whole/dp/B017KJ4DWO/ref=sr_1_384?dchild=1&qid=1591099869&s=grocery&sr=1-384
Master Cook Premium Bansi Sooji-1 Kg (Pack of 2),108,0%,,5,1,https://www.amazon.in/Master-Cook-Bansi-Sooji-Pack/dp/B07GBXVGY5/ref=sr_1_385?dchild=1&qid=1591099869&s=grocery&sr=1-385
MUKESH FLOUR MILL Cornflour (Makke ka aata) 500g,110,45%,₹200,5,1,https://www.amazon.in/Cornflour-Makke-ka-aata-500g/dp/B07RMY1WC1/ref=sr_1_386?dchild=1&qid=1591099869&s=grocery&sr=1-386
"Mother Earth Toor Dal - Organic, 1kg",170,0%,,3.8,15,https://www.amazon.in/Mother-Earth-Toor-Dal-Organic/dp/B082ZBJ2YP/ref=sr_1_387?dchild=1&qid=1591099869&s=pantry&sr=1-387
"1st Bites - Ragi - No Added Sugar (6 Months - 24 Months), 400g",320,0%,,4,47,https://www.amazon.in/1st-Bites-Added-Sugar-Months/dp/B07FM3R351/ref=sr_1_388?dchild=1&qid=1591099869&s=grocery&sr=1-388
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,81,https://www.amazon.in/NutroActive-BrownXatta-Protein-Friendly-Flour/dp/B071GYHG8M/ref=sr_1_389?dchild=1&qid=1591099869&s=grocery&sr=1-389
Double Horse Appam/ Idiyappam Rice Flour (500 Grams x Pack of 2),,0%,,4.7,14,https://www.amazon.in/Double-Horse-Appam-Idiyap-Flour/dp/B013I2DR92/ref=sr_1_390?dchild=1&qid=1591099869&s=grocery&sr=1-390
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg17_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_385_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-385-spons%26psc%3D1&qualifier=1591153690&id=2083929279227010&widgetName=sp_atf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg17_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_386_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-386-spons%26psc%3D1&qualifier=1591153690&id=2083929279227010&widgetName=sp_atf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg17_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_387_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-387-spons%26psc%3D1&qualifier=1591153690&id=2083929279227010&widgetName=sp_atf_browse
ELWORLD AGRO & ORGANIC FOOD PRODUCTS White Rice Poha (500g) - Pack of 2,201,3%,₹208,3.9,51,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B072C5XTRD/ref=sr_1_388?dchild=1&qid=1591099869&s=grocery&sr=1-388
Cornflour Powder 1 Kilograms,,0%,,5,1,https://www.amazon.in/TRIPATHI-PRODUCTS-Cornflour-Powder-Kilograms/dp/B088DY91V7/ref=sr_1_389?dchild=1&qid=1591099869&s=grocery&sr=1-389
Arya Farm Certified Organic Idly Rice 5 Kgs,450,0%,,,,https://www.amazon.in/Arya-Farm-Certified-Organic-Idly/dp/B07Z4ZZHMT/ref=sr_1_390?dchild=1&qid=1591099869&s=grocery&sr=1-390
Angkor Wat Thai HOM Mali Jasmine Rice,700,14%,₹810,3.8,13,https://www.amazon.in/Angkor-Wat-Thai-Mali-Jasmine/dp/B07LBW3JG4/ref=sr_1_391?dchild=1&qid=1591099869&s=grocery&sr=1-391
"B&B Organics Mixed Millet Combo of 4 (Little, Kodo, Foxtail & Barnyand Millet) -Each 500 Grams",405,20%,₹506,3.5,5,https://www.amazon.in/Organics-Millet-Little-Foxtail-Barnyand/dp/B07QKY8LBV/ref=sr_1_392?dchild=1&qid=1591099869&s=grocery&sr=1-392
Everin Nutri High Protein and Healthy SOYA Granules (Pack of 1 200g),55,0%,,1,1,https://www.amazon.in/Everin-Nutri-Protein-Healthy-Granules/dp/B0847JYBDT/ref=sr_1_393?dchild=1&qid=1591099869&s=grocery&sr=1-393
"True Elements Quinoa, Gluten Free Wholegrain Quinoa 2kg",769,30%,"₹1,100",4.2,14,https://www.amazon.in/True-Elements-Quinoa-Gluten-Wholegrain/dp/B07XV6PBHF/ref=sr_1_394?dchild=1&qid=1591099869&s=grocery&sr=1-394
"SHRILALMAHAL Basmati Rice, Mogra 3, 10 Kg",759,21%,₹960,2.4,28,https://www.amazon.in/SHRILALMAHAL-Basmati-Rice-Mogra-10/dp/B07JQJ69YQ/ref=sr_1_395?dchild=1&qid=1591099869&s=grocery&sr=1-395
"Elworld Organic Urad Black Split, 1 Kg",,0%,,4.2,4,https://www.amazon.in/Elworld-Organic-Urad-Black-Split/dp/B07177CLJG/ref=sr_1_396?dchild=1&qid=1591099869&s=grocery&sr=1-396
Wheafree Gluten Free Flour (5kg) Certified Gluten Free,649,0%,₹650,3.7,69,https://www.amazon.in/Wheafree-Gluten-Less-Flour-5kg/dp/B01N0F9SDJ/ref=sr_1_397?dchild=1&qid=1591099869&s=grocery&sr=1-397
Zero-G Rite Flour - 1.25kg,140,13%,₹160,4,59,https://www.amazon.in/Zero-G-Zero-G2-Rite-Flour-1-25kg/dp/B00MVTHFRE/ref=sr_1_398?dchild=1&qid=1591099869&s=grocery&sr=1-398
Organic Purify BUCKWHEAT Seeds|Gluten Free BUCKWHEAT Groats|KUTTU (900GM),299,25%,₹400,3.8,7,https://www.amazon.in/Organic-Purify-BUCKWHEAT-Gluten-Groats/dp/B07Q3647FJ/ref=sr_1_399?dchild=1&qid=1591099869&s=grocery&sr=1-399
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg17_1?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_400_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-400-spons%26psc%3D1&qualifier=1591153690&id=2083929279227010&widgetName=sp_mtf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg17_2?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_401_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-401-spons%26psc%3D1&qualifier=1591153690&id=2083929279227010&widgetName=sp_mtf_browse
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg17_3?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_402_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-402-spons%26psc%3D1&qualifier=1591153690&id=2083929279227010&widgetName=sp_mtf_browse
"AEROPLANE 1121 Steam Extra Long Grain Basmati Rice Pouch, 5 kg",699,18%,₹850,3.4,56,https://www.amazon.in/Aeroplane-Steem-Extra-Grain-Basmati/dp/B012ZHLYXW/ref=sr_1_403?dchild=1&qid=1591099869&s=grocery&sr=1-403
"How-How Brand Rice Stick Noodles (5 mm, 500 g)",,0%,,4.2,34,https://www.amazon.in/Brand-Rice-Stick-Noodles-500g/dp/B00OLZCVHU/ref=sr_1_404?dchild=1&qid=1591099869&s=grocery&sr=1-404
NatureVit Jau - 400 Grams | Raw Barley Seeds (Premium Quality),149,26%,₹200,3.9,23,https://www.amazon.in/NatureVit-Jau-Barley-Premium-Quality/dp/B07DY74ZYS/ref=sr_1_405?dchild=1&qid=1591099869&s=grocery&sr=1-405
"1st Bites - Rice & Dal (8 Months - 24 Months ) Stage - 2, 300g",265,0%,,4.2,48,https://www.amazon.in/1st-Bites-Rice-Months-Stage/dp/B00D9JC40S/ref=sr_1_406?dchild=1&qid=1591099869&s=grocery&sr=1-406
Forgotten Foods - Healthy Organic Kodo Millet - 900 G,150,6%,₹160,5,1,https://www.amazon.in/Forgotten-Foods-Healthy-Organic-Millet/dp/B075V6DBB4/ref=sr_1_407?dchild=1&qid=1591099869&s=grocery&sr=1-407
"1st Bites - Millets (10 Months - 24 Months) Stage - 3, 300g",270,0%,,4.1,56,https://www.amazon.in/%E0%A4%AA%E0%A4%B9%E0%A4%B2%E0%A5%87-%E0%A4%95%E0%A4%BE%E0%A4%9F%E0%A4%A8%E0%A5%87-%E0%A4%AC%E0%A4%BE%E0%A4%9C%E0%A4%B0%E0%A4%BE-%E0%A4%AE%E0%A4%B9%E0%A5%80%E0%A4%A8%E0%A5%87-%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%87%E0%A4%9C/dp/B00D9JC24Q/ref=sr_1_408?dchild=1&qid=1591099869&s=grocery&sr=1-408
"B&B Organics White Sorghum Flour Jowar, 1 kg",231,20%,₹289,5,2,https://www.amazon.in/Organics-White-Sorghum-Flour-Jowar/dp/B07P6YR755/ref=sr_1_409?dchild=1&qid=1591099869&s=grocery&sr=1-409
"Kohinoor Extra Long Bamati Rice, 1kg",185,11%,₹209,3.3,6,https://www.amazon.in/Kohinoor-Extra-Long-Bamati-Rice/dp/B01CHUQTT6/ref=sr_1_410?dchild=1&qid=1591099869&s=pantry&sr=1-410
"Arya Farm Certified Organic Tur Dal Red Gram / Toor / Arhar / Tuvar /Pigeon Pea , 1 Kg ( Pack of 2 )",379,5%,₹398,4.2,8,https://www.amazon.in/Arya-Farm-Certified-Pesticides-Preservatives/dp/B079J5SXZS/ref=sr_1_411?dchild=1&qid=1591099869&s=grocery&sr=1-411
"Ogranny Farm Products Mixed Millets Combo Pack of 5 (Kodo Millet 500g, Proso Millet 500g, Little Millet 500g, Foxtail Millet 500g & Barnyard Millet 500g)",345,31%,₹500,2.4,6,https://www.amazon.in/Ogranny-Farm-Products-Millets-Barnyard/dp/B07QGH46RY/ref=sr_1_412?dchild=1&qid=1591099869&s=grocery&sr=1-412
Natureland Organics Chana Whole 1 Kg - Organic Healthy Pulses,144,5%,₹152,5,6,https://www.amazon.in/Natureland-Organics-Chana-Whole-Kg/dp/B07W85FZ34/ref=sr_1_413?dchild=1&qid=1591099869&s=grocery&sr=1-413
TWF Organic Indie Wheat Flour with No Bleach and Preservative (5kg),699,13%,₹799,4,47,https://www.amazon.in/TWF-Organic-Indie-Bleach-Preservative/dp/B084P36C3B/ref=sr_1_414?dchild=1&qid=1591099869&s=grocery&sr=1-414
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg18_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_409_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-409-spons%26psc%3D1&qualifier=1591153692&id=987186906959393&widgetName=sp_atf_browse
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg18_2?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_410_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-410-spons%26psc%3D1&qualifier=1591153692&id=987186906959393&widgetName=sp_atf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg18_3?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_411_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-411-spons%26psc%3D1&qualifier=1591153692&id=987186906959393&widgetName=sp_atf_browse
Indiana Sabudana (Sago/Tapioca) - 250gm,120,33%,₹180,4.2,7,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca-250gm/dp/B07VK3SH2K/ref=sr_1_412?dchild=1&qid=1591099869&s=grocery&sr=1-412
"Urban Platter Barley Flour, 1Kg / 35.2oz [All Natural, Gluten-Free, Fiber-Rich]",295,2%,₹300,3.7,70,https://www.amazon.in/Urban-Platter-Barley-Flour-900g/dp/B018NDNIO0/ref=sr_1_413?dchild=1&qid=1591099869&s=grocery&sr=1-413
"Rajdhani Chana Dal, 500g",50,0%,,3.9,4,https://www.amazon.in/Rajdhani-Chana-Dal-500g/dp/B079H9K1CC/ref=sr_1_414?dchild=1&qid=1591099869&s=grocery&sr=1-414
Organic India Quinoa Nutritious Food (500 g) - Pack of 2,590,0%,,4.8,9,https://www.amazon.in/Organic-India-Quinoa-Nutritious-Food/dp/B07HSQ8RCF/ref=sr_1_415?dchild=1&qid=1591099869&s=grocery&sr=1-415
Ronak Raunak Unpolished Kali Urad Whole/Sabut Dal (Black) 1 Kg,150,21%,₹189,4,1,https://www.amazon.in/Ronak-Raunak-Unpolished-Whole-Sabut/dp/B0851WHKTR/ref=sr_1_416?dchild=1&qid=1591099869&s=grocery&sr=1-416
ELWORLD AGRO & ORGANIC FOOD PRODUCTS Urad Dal Split Dhuli (1 Kg),,0%,,3.5,3,https://www.amazon.in/Elworld-Organic-Urad-Split-Dhuli/dp/B071SHMH5K/ref=sr_1_417?dchild=1&qid=1591099869&s=grocery&sr=1-417
Organic Purify SOYA WADI Chunks(SOYA Chunks) 400GM,249,17%,₹300,4.1,5,https://www.amazon.in/Organic-Purify-SOYA-Chunks-400GM/dp/B07RJRRF4Z/ref=sr_1_418?dchild=1&qid=1591099869&s=grocery&sr=1-418
"Sattvic Foods Big Leaf Rolled Oats, 1.5kg",425,0%,,4.5,310,https://www.amazon.in/Sattvic-Foods-Leaf-Rolled-1-5kg/dp/B018KP16PY/ref=sr_1_419?dchild=1&qid=1591099869&s=grocery&sr=1-419
"24 Mantra Organic Masoor Dal, 500g",,0%,,4.3,128,https://www.amazon.in/24-Mantra-Organic-Masoor-500g/dp/B00L9252RY/ref=sr_1_420?dchild=1&qid=1591099869&s=grocery&sr=1-420
GrowFit Ultra Low Carb Flour 1Kg (Keto Friendly and Sugar Control),690,0%,,4.3,54,https://www.amazon.in/Grow-Fit-Friendly-Vitamins-Control/dp/B0773P4N4B/ref=sr_1_421?dchild=1&qid=1591099869&s=grocery&sr=1-421
